"TD","PZ","SZZZ","ZXBZ","CYBZ","SZ50"
"20160418","0.911241450806042","0.965643862842832","1.11991834806085","1.29634686082939","0.897935135890775"
"20160419","0.886614901862559","0.968560536008324","1.12253473358018","1.30031041240505","0.900172162153616"
"20160420","0.891203462119156","0.946202770377958","1.07798844583053","1.22748165419772","0.896543734512479"
"20160421","0.871548143355111","0.939934294480539","1.06709158847279","1.20741098888523","0.89356168464287"
"20160422","0.852842541763204","0.941955243725078","1.07651555869331","1.22272390461613","0.897724322543174"
"20160425","0.875440940115636","0.937954088896939","1.07391512972267","1.21695051997654","0.893795380828675"
"20160426","0.888093399291713","0.943693215512003","1.08386582887188","1.23346560430286","0.896920469239641"
"20160427","0.886033939343338","0.940182576164385","1.07878985534737","1.2282666971834","0.89258895599339"
"20160428","0.848876689835591","0.937609995947916","1.07654388970834","1.23319781996081","0.891206208488451"
"20160429","0.820298204234417","0.935297474879782","1.07736451221238","1.22376185503598","0.888481819377021"
"20160503","0.814499015494653","0.952587747680874","1.1091668906825","1.26867409558413","0.897952402032329"
"20160504","0.795396828709985","0.952151344875036","1.10797128928425","1.2651196589755","0.895731518571711"
