DATE,WIND_CODE,ADJ_OPEN,ADJ_CLOSE,DATE,ADJ_HIGH,ADJ_LOW,PCTCHANGE,VOLUME,CCY
2016-01-04,600030.SH,96.65,87.43,2016-01-04,96.65,87.28,-0.09819100000000001,196058373.0,CNY
2016-01-05,600030.SH,84.17,88.43,2016-01-05,90.08,83.32,0.011460999999999002,233329154.99999997,CNY
2016-01-06,600030.SH,87.93,89.83,2016-01-06,90.94,86.18,0.015864,197278338.0,CNY
2016-01-07,600030.SH,87.58,81.87,2016-01-07,88.18,81.17,-0.08867799999999999,67903733.0,CNY
2016-01-08,600030.SH,84.37,84.32,2016-01-08,87.38,80.16,0.029987999999999997,297925328.0,CNY
2016-01-11,600030.SH,81.67,78.56,2016-01-11,82.57,77.71,-0.06833,243462006.0,CNY
2016-01-12,600030.SH,79.76,79.61,2016-01-12,81.87,78.66,0.013392999999999999,188831957.0,CNY
2016-01-13,600030.SH,80.46,79.61,2016-01-13,81.67,78.91,0.0,239172346.0,CNY
2016-01-14,600030.SH,77.66,81.62,2016-01-14,82.02,76.56,0.025172999999999997,206097650.0,CNY
2016-01-15,600030.SH,80.56,77.91,2016-01-15,81.17,76.61,-0.045426999999999995,216224871.0,CNY
2016-01-18,600030.SH,75.91,78.41,2016-01-18,79.91,75.91,0.006431,143000188.0,CNY
2016-01-19,600030.SH,78.51,80.77,2016-01-19,81.62,77.71,0.030032000000000003,209017982.0,CNY
2016-01-20,600030.SH,80.66,79.26,2016-01-20,81.42,78.66,-0.01861,163036330.0,CNY
2016-01-21,600030.SH,78.91,75.65,2016-01-21,80.71,75.2,-0.045512,154504570.0,CNY
2016-01-22,600030.SH,76.86,76.56,2016-01-22,77.51,74.3,0.011921,122505828.0,CNY
2016-01-25,600030.SH,76.86,76.91,2016-01-25,77.91,76.01,0.004581,90966500.0,CNY
2016-01-26,600030.SH,75.65,69.79,2016-01-26,76.41,69.24,-0.09250799999999999,206243525.0,CNY
2016-01-27,600030.SH,70.44,69.84,2016-01-27,70.89,67.39,0.000718,203238437.0,CNY
2016-01-28,600030.SH,69.14,68.64,2016-01-28,71.55,68.14,-0.017217,136138013.0,CNY
2016-01-29,600030.SH,69.09,72.65,2016-01-29,73.55,68.24,0.058393999999999995,211749347.00000003,CNY
2016-02-01,600030.SH,71.9,71.3,2016-02-01,72.65,70.19,-0.018621000000000002,116788874.0,CNY
2016-02-02,600030.SH,71.2,73.15,2016-02-02,73.95,70.59,0.026001,124180946.0,CNY
2016-02-03,600030.SH,72.25,72.5,2016-02-03,72.95,71.0,-0.008904,85591743.0,CNY
2016-02-04,600030.SH,73.15,73.3,2016-02-04,74.55,72.6,0.011056999999999002,117784254.0,CNY
2016-02-05,600030.SH,71.7,71.05,2016-02-05,72.65,70.84,-0.030758999999999002,116807087.00000001,CNY
2016-02-15,600030.SH,69.09,70.04,2016-02-15,70.54,68.69,-0.014104000000000002,77399175.0,CNY
2016-02-16,600030.SH,70.94,74.3,2016-02-16,74.9,70.94,0.060800999999999994,166429378.0,CNY
2016-02-17,600030.SH,73.65,75.2,2016-02-17,75.45,73.45,0.012138,133990235.00000001,CNY
2016-02-18,600030.SH,75.96,74.9,2016-02-18,77.76,74.75,-0.003997,155280378.0,CNY
2016-02-19,600030.SH,74.55,75.65,2016-02-19,76.21,74.4,0.010033,88633419.0,CNY
2016-02-22,600030.SH,77.16,78.06,2016-02-22,79.46,75.7,0.031788,160546474.0,CNY
2016-02-23,600030.SH,77.96,76.36,2016-02-23,77.96,75.4,-0.021823000000000002,105273647.0,CNY
2016-02-24,600030.SH,76.11,77.26,2016-02-24,77.46,74.8,0.011811,103840129.0,CNY
2016-02-25,600030.SH,77.11,70.94,2016-02-25,77.16,70.14,-0.08171199999999999,179321220.0,CNY
2016-02-26,600030.SH,71.75,72.1,2016-02-26,73.1,70.34,0.016243,129879375.0,CNY
2016-02-29,600030.SH,71.6,71.55,2016-02-29,71.9,68.14,-0.007644,226167000.99999997,CNY
2016-03-01,600030.SH,72.15,76.81,2016-03-01,78.71,71.65,0.073529,271148611.0,CNY
2016-03-02,600030.SH,77.06,80.77,2016-03-02,81.42,76.56,0.051532999999999,347433984.0,CNY
2016-03-03,600030.SH,79.66,79.76,2016-03-03,80.66,78.56,-0.012407,251842034.0,CNY
2016-03-04,600030.SH,79.06,80.16,2016-03-04,80.97,77.96,0.005025,319406046.0,CNY
2016-03-07,600030.SH,81.07,80.06,2016-03-07,81.77,79.66,-0.00125,174914450.0,CNY
2016-03-08,600030.SH,80.06,80.97,2016-03-08,81.07,77.16,0.011264000000000001,189208594.0,CNY
2016-03-09,600030.SH,79.16,80.16,2016-03-09,80.36,78.46,-0.009901,156741819.0,CNY
2016-03-10,600030.SH,79.51,77.81,2016-03-10,80.11,77.66,-0.029375000000000002,89282039.0,CNY
2016-03-11,600030.SH,76.66,79.91,2016-03-11,80.97,76.56,0.027044000000000002,186819187.0,CNY
2016-03-14,600030.SH,80.16,81.02,2016-03-14,83.42,79.71,0.013793,237134714.0,CNY
2016-03-15,600030.SH,80.41,80.21,2016-03-15,80.92,79.21,-0.009895000000000001,114330563.99999999,CNY
2016-03-16,600030.SH,79.91,80.61,2016-03-16,81.47,79.91,0.004997,192579392.0,CNY
2016-03-17,600030.SH,81.07,83.27,2016-03-17,84.52,80.61,0.032940000000000004,194107692.0,CNY
2016-03-18,600030.SH,83.67,84.92,2016-03-18,87.03,83.27,0.019856000000000002,282238342.0,CNY
2016-03-21,600030.SH,87.68,93.44,2016-03-21,93.44,87.23,0.10029500000000001,677250693.0,CNY
2016-03-22,600030.SH,90.94,90.13,2016-03-22,92.69,89.08,-0.035389,373403268.0,CNY
2016-03-23,600030.SH,89.68,91.94,2016-03-23,92.59,88.78,0.020010999999999998,253633218.00000003,CNY
2016-03-24,600030.SH,90.18,87.23,2016-03-24,90.18,87.13,-0.051226,225180943.00000003,CNY
2016-03-25,600030.SH,87.23,87.63,2016-03-25,88.48,86.23,0.004595,170782131.0,CNY
2016-03-28,600030.SH,87.53,85.52,2016-03-28,88.63,85.47,-0.024014,135195078.0,CNY
2016-03-29,600030.SH,85.57,85.83,2016-03-29,86.93,84.67,0.003515,152283097.0,CNY
2016-03-30,600030.SH,86.93,88.58,2016-03-30,89.33,86.93,0.032107000000000004,194669842.0,CNY
2016-03-31,600030.SH,89.13,89.18,2016-03-31,91.24,88.18,0.006787,186468309.0,CNY
2016-04-01,600030.SH,88.68,88.68,2016-04-01,89.58,86.48,-0.005618,126204467.0,CNY
2016-04-05,600030.SH,88.08,89.83,2016-04-05,91.59,87.73,0.012994,164772618.0,CNY
2016-04-06,600030.SH,89.08,89.18,2016-04-06,90.33,88.18,-0.007249999999999,98046961.0,CNY
2016-04-07,600030.SH,89.68,86.83,2016-04-07,89.98,86.68,-0.026404,130345789.99999999,CNY
2016-04-08,600030.SH,85.52,84.87,2016-04-08,85.93,84.17,-0.022504,123975020.0,CNY
2016-04-11,600030.SH,88.68,87.13,2016-04-11,89.68,87.03,0.026563999999999997,194734233.0,CNY
2016-04-12,600030.SH,86.68,86.88,2016-04-12,87.63,86.18,-0.002875,83635314.0,CNY
2016-04-13,600030.SH,88.43,89.43,2016-04-13,91.59,88.43,0.029411999999999,255746779.0,CNY
2016-04-14,600030.SH,89.88,90.18,2016-04-14,90.59,89.03,0.008402999999999999,128232911.00000001,CNY
2016-04-15,600030.SH,89.78,89.68,2016-04-15,90.23,88.43,-0.005556,101382907.0,CNY
2016-04-18,600030.SH,88.43,86.98,2016-04-18,88.83,86.68,-0.030167999999999997,122018047.0,CNY
2016-04-19,600030.SH,87.73,87.38,2016-04-19,88.13,86.33,0.004608,83027705.0,CNY
2016-04-20,600030.SH,87.13,86.28,2016-04-20,87.58,81.67,-0.012615000000000001,203411044.0,CNY
2016-04-21,600030.SH,84.77,84.62,2016-04-21,86.33,84.47,-0.019164,88363789.0,CNY
2016-04-22,600030.SH,84.17,85.37,2016-04-22,85.47,83.82,0.008881,66381550.0,CNY
2016-04-25,600030.SH,85.42,83.97,2016-04-25,85.47,83.47,-0.016432,63321948.0,CNY
2016-04-26,600030.SH,83.82,84.52,2016-04-26,85.07,83.07,0.006562999999999999,91368130.0,CNY
2016-04-27,600030.SH,83.92,83.22,2016-04-27,84.57,82.92,-0.015411999999999001,69288734.0,CNY
2016-04-28,600030.SH,83.42,82.72,2016-04-28,83.97,81.67,-0.00602,92792981.0,CNY
2016-04-29,600030.SH,82.32,82.37,2016-04-29,83.17,82.12,-0.004240000000000001,65102793.99999999,CNY
2016-05-03,600030.SH,81.97,84.27,2016-05-03,85.07,81.92,0.023114,120820096.0,CNY
2016-05-04,600030.SH,83.77,83.72,2016-05-04,84.42,83.32,-0.006540000000000001,70652014.0,CNY
2016-05-05,600030.SH,83.52,83.82,2016-05-05,83.97,83.02,0.001197,61429566.0,CNY
2016-05-06,600030.SH,83.77,80.66,2016-05-06,84.07,80.56,-0.037656999999999004,132170668.0,CNY
2016-05-09,600030.SH,80.16,78.41,2016-05-09,80.16,77.61,-0.027950000000000003,97144280.0,CNY
2016-05-10,600030.SH,78.01,78.16,2016-05-10,78.91,77.61,-0.003195,60739126.0,CNY
2016-05-11,600030.SH,78.46,78.01,2016-05-11,78.76,77.71,-0.001923,60605782.99999999,CNY
2016-05-12,600030.SH,77.41,78.16,2016-05-12,78.51,75.96,0.0019270000000000001,63850604.0,CNY
2016-05-13,600030.SH,77.91,77.21,2016-05-13,78.66,76.86,-0.012178999999999999,47747542.0,CNY
2016-05-16,600030.SH,76.71,78.01,2016-05-16,78.16,76.26,0.010383,46020174.0,CNY
2016-05-17,600030.SH,78.06,78.01,2016-05-17,78.91,76.96,0.0,59310878.0,CNY
2016-05-18,600030.SH,77.31,78.11,2016-05-18,78.41,76.46,0.0012850000000000001,83603127.0,CNY
2016-05-19,600030.SH,77.66,77.81,2016-05-19,78.56,77.46,-0.0038490000000000004,50214103.0,CNY
2016-05-20,600030.SH,77.31,78.61,2016-05-20,78.76,76.91,0.010303,63451986.0,CNY
2016-05-23,600030.SH,78.61,78.81,2016-05-23,79.81,78.16,0.002549,79343311.0,CNY
2016-05-24,600030.SH,78.61,77.76,2016-05-24,78.66,77.71,-0.01335,36945319.0,CNY
2016-05-25,600030.SH,78.41,77.91,2016-05-25,79.26,77.86,0.0019329999999999998,46652388.0,CNY
2016-05-26,600030.SH,77.86,78.01,2016-05-26,78.46,76.86,0.001286,50216037.0,CNY
2016-05-27,600030.SH,78.01,77.76,2016-05-27,78.41,77.26,-0.003211,37525664.0,CNY
2016-05-30,600030.SH,77.41,78.51,2016-05-30,78.71,76.66,0.009665,57543343.99999999,CNY
2016-05-31,600030.SH,78.56,84.12,2016-05-31,84.32,78.56,0.07147400000000001,219412592.0,CNY
2016-06-01,600030.SH,84.12,83.02,2016-06-01,84.87,82.97,-0.013103,116695922.0,CNY
2016-06-02,600030.SH,83.02,83.17,2016-06-02,83.72,82.27,0.0018110000000000001,77142114.0,CNY
2016-06-03,600030.SH,83.37,83.27,2016-06-03,84.57,82.57,0.001205,115413775.0,CNY
2016-06-06,600030.SH,83.42,82.47,2016-06-06,83.67,82.27,-0.009627,55176173.0,CNY
2016-06-07,600030.SH,82.72,82.62,2016-06-07,83.37,82.32,0.001823,59436762.0,CNY
2016-06-08,600030.SH,82.57,82.12,2016-06-08,82.82,81.72,-0.006064000000000001,54804914.0,CNY
2016-06-13,600030.SH,81.17,78.21,2016-06-13,81.42,77.91,-0.04759,93167851.0,CNY
2016-06-14,600030.SH,78.06,78.66,2016-06-14,79.11,77.56,0.005765999999999999,54221415.0,CNY
2016-06-15,600030.SH,77.16,79.76,2016-06-15,80.87,77.01,0.014013,83232985.0,CNY
2016-06-16,600030.SH,79.16,78.36,2016-06-16,79.46,77.96,-0.017588,62637693.99999999,CNY
2016-06-17,600030.SH,78.51,78.51,2016-06-17,80.16,78.26,0.001918,70680944.0,CNY
2016-06-20,600030.SH,78.71,78.46,2016-06-20,78.91,77.66,-0.000638,46708945.0,CNY
2016-06-21,600030.SH,78.91,79.36,2016-06-21,82.67,78.91,0.011493999999999999,117403862.99999999,CNY
2016-06-22,600030.SH,78.91,80.46,2016-06-22,80.77,78.66,0.013888999999999999,67390119.0,CNY
2016-06-23,600030.SH,80.61,79.96,2016-06-23,80.61,78.81,-0.006227000000000001,57427188.0,CNY
2016-06-24,600030.SH,79.71,78.61,2016-06-24,80.92,77.21,-0.016916999999999998,90076862.0,CNY
2016-06-27,600030.SH,78.46,79.86,2016-06-27,79.96,78.21,0.015934,65866947.0,CNY
2016-06-28,600030.SH,79.16,81.12,2016-06-28,81.92,79.06,0.015684,104852615.0,CNY
2016-06-29,600030.SH,81.47,80.97,2016-06-29,82.02,80.66,-0.0018529999999999998,99090607.0,CNY
2016-06-30,600030.SH,81.52,81.32,2016-06-30,82.17,81.02,0.004332,96978376.0,CNY
2016-07-01,600030.SH,81.67,80.82,2016-07-01,81.97,80.71,-0.006161,68275383.0,CNY
2016-07-04,600030.SH,80.31,83.17,2016-07-04,84.57,80.21,0.029137999999999997,146034426.0,CNY
2016-07-05,600030.SH,82.92,83.07,2016-07-05,83.82,82.67,-0.001205,81722330.0,CNY
2016-07-06,600030.SH,82.92,82.92,2016-07-06,83.42,81.87,-0.0018089999999999998,70746121.0,CNY
2016-07-07,600030.SH,82.97,83.17,2016-07-07,83.77,82.07,0.003021,88779359.0,CNY
2016-07-08,600030.SH,83.07,83.12,2016-07-08,84.07,82.87,-0.000602,81204109.0,CNY
2016-07-11,600030.SH,83.32,82.92,2016-07-11,84.42,82.82,-0.002411,124822309.00000001,CNY
2016-07-12,600030.SH,82.87,84.82,2016-07-12,84.92,82.62,0.022961000000000002,197156499.0,CNY
2016-07-13,600030.SH,85.32,84.87,2016-07-13,86.68,84.27,0.0005909999999999999,187028709.0,CNY
2016-07-14,600030.SH,84.67,84.97,2016-07-14,85.37,84.47,0.001181,71748488.0,CNY
2016-07-15,600030.SH,85.27,84.27,2016-07-15,85.42,83.77,-0.008255,72415614.0,CNY
2016-07-18,600030.SH,83.67,82.77,2016-07-18,83.67,82.47,-0.017835999999999998,78474609.0,CNY
2016-07-19,600030.SH,82.87,83.17,2016-07-19,83.37,82.22,0.004843,53912719.99999999,CNY
2016-07-20,600030.SH,83.17,82.97,2016-07-20,83.52,82.87,-0.0024100000000000002,35685183.0,CNY
2016-07-21,600030.SH,83.02,83.67,2016-07-21,84.52,82.97,0.008454000000000001,71882487.0,CNY
2016-07-22,600030.SH,83.67,83.27,2016-07-22,83.97,83.12,-0.00479,55375668.00000001,CNY
2016-07-25,600030.SH,83.22,83.02,2016-07-25,83.77,82.62,-0.0030080000000000003,55161230.00000001,CNY
2016-07-26,600030.SH,82.92,84.27,2016-07-26,84.42,82.82,0.015087999999999002,64153684.0,CNY
