DATE,WIND_CODE,ADJ_OPEN,ADJ_CLOSE,DATE,ADJ_HIGH,ADJ_LOW,PCTCHANGE,VOLUME,CCY
2016-07-27,600030.SH,84.27,83.42,2016-07-27,84.42,80.71,-0.010107,149243232.0,CNY
2016-07-28,600030.SH,82.62,81.72,2016-07-28,82.67,81.07,-0.020419999999999,78588593.0,CNY
2016-07-29,600030.SH,81.82,81.27,2016-07-29,82.12,81.12,-0.005517999999999,41673038.0,CNY
2016-08-01,600030.SH,81.47,80.92,2016-08-01,81.57,80.16,-0.004315999999999,43942660.0,CNY
2016-08-02,600030.SH,80.92,81.22,2016-08-02,81.32,80.66,0.003715,25375893.0,CNY
2016-08-03,600030.SH,80.92,80.92,2016-08-03,81.27,80.71,-0.003701,30173187.0,CNY
2016-08-04,600030.SH,80.92,81.22,2016-08-04,81.42,80.31,0.003715,38729174.0,CNY
2016-08-05,600030.SH,81.12,81.37,2016-08-05,82.17,80.77,0.001851,42152926.0,CNY
2016-08-08,600030.SH,81.37,81.87,2016-08-08,81.92,80.66,0.006157999999999999,37794441.0,CNY
2016-08-09,600030.SH,81.82,82.32,2016-08-09,82.47,81.62,0.005508,40833849.0,CNY
2016-08-10,600030.SH,82.17,81.87,2016-08-10,82.52,81.77,-0.005477999999999,46147634.0,CNY
2016-08-11,600030.SH,81.87,82.82,2016-08-11,84.02,81.72,0.011628000000000001,115079399.0,CNY
2016-08-12,600030.SH,82.87,85.93,2016-08-12,86.03,82.72,0.037508,219140699.00000003,CNY
2016-08-15,600030.SH,86.13,90.23,2016-08-15,93.79,85.57,0.050145999999999004,420228099.0,CNY
2016-08-16,600030.SH,89.68,88.53,2016-08-16,90.59,88.03,-0.018878,250889048.0,CNY
2016-08-17,600030.SH,88.68,88.23,2016-08-17,89.88,87.43,-0.0033959999999999997,148752629.0,CNY
2016-08-18,600030.SH,87.93,87.53,2016-08-18,88.88,86.68,-0.00795,133441708.0,CNY
2016-08-19,600030.SH,87.68,87.37,2016-08-19,87.84,86.45,-0.001768,88662893.0,CNY
2016-08-22,600030.SH,87.12,86.5,2016-08-22,87.94,86.29,-0.010034999999999999,75698639.0,CNY
2016-08-23,600030.SH,86.55,86.7,2016-08-23,87.43,86.14,0.002385,67572579.0,CNY
2016-08-24,600030.SH,86.7,86.19,2016-08-24,87.01,86.03,-0.005948999999999999,55931303.0,CNY
2016-08-25,600030.SH,86.19,86.65,2016-08-25,86.86,85.52,0.005386,78152994.0,CNY
2016-08-26,600030.SH,86.45,86.29,2016-08-26,86.96,86.14,-0.0041670000000000006,57474216.0,CNY
2016-08-29,600030.SH,86.39,86.19,2016-08-29,86.45,85.72,-0.001194999999999,46683227.0,CNY
2016-08-30,600030.SH,86.34,86.81,2016-08-30,87.22,86.08,0.007181,79453074.0,CNY
2016-08-31,600030.SH,86.65,87.17,2016-08-31,87.63,86.34,0.0041589999999999995,61277872.0,CNY
2016-09-01,600030.SH,86.96,85.98,2016-09-01,87.12,85.88,-0.013609,63331455.00000001,CNY
2016-09-02,600030.SH,85.93,86.65,2016-09-02,87.37,85.67,0.007797999999999999,75749030.0,CNY
2016-09-05,600030.SH,86.86,86.7,2016-09-05,87.58,86.45,0.0005949999999990001,56909387.0,CNY
2016-09-06,600030.SH,86.55,86.86,2016-09-06,87.06,85.52,0.001785,69961419.0,CNY
2016-09-07,600030.SH,86.7,86.65,2016-09-07,87.06,86.39,-0.002375,56463071.0,CNY
2016-09-08,600030.SH,86.5,86.29,2016-09-08,86.5,86.03,-0.0041670000000000006,37509324.0,CNY
2016-09-09,600030.SH,86.24,86.24,2016-09-09,86.96,86.14,-0.000598,67713039.0,CNY
2016-09-12,600030.SH,84.54,84.9,2016-09-12,85.05,83.4,-0.015550000000000001,136676359.0,CNY
2016-09-13,600030.SH,84.59,84.23,2016-09-13,84.8,83.51,-0.007897999999999001,58821931.99999999,CNY
2016-09-14,600030.SH,83.82,83.51,2016-09-14,84.07,83.09,-0.008572999999999,63591346.0,CNY
2016-09-19,600030.SH,83.56,83.71,2016-09-19,83.97,83.4,0.0024709999999999997,44138950.0,CNY
2016-09-20,600030.SH,83.71,83.56,2016-09-20,83.76,83.04,-0.0018479999999999998,40115563.0,CNY
2016-09-21,600030.SH,83.66,83.66,2016-09-21,84.07,83.25,0.001235,58814517.00000001,CNY
2016-09-22,600030.SH,84.38,84.02,2016-09-22,84.69,83.92,0.004315999999999,58869491.0,CNY
2016-09-23,600030.SH,84.12,83.3,2016-09-23,84.28,83.25,-0.008594000000000001,38643955.0,CNY
2016-09-26,600030.SH,83.25,82.11,2016-09-26,83.25,82.01,-0.014241,57811284.0,CNY
2016-09-27,600030.SH,82.01,83.2,2016-09-27,83.3,81.8,0.013191,46556446.0,CNY
2016-09-28,600030.SH,83.2,82.84,2016-09-28,83.2,82.63,-0.00434,29022184.000000004,CNY
2016-09-29,600030.SH,83.2,83.3,2016-09-29,84.28,82.99,0.0056040000000000005,67492290.0,CNY
2016-09-30,600030.SH,83.09,83.14,2016-09-30,83.4,82.94,-0.0018579999999999998,56822176.0,CNY
2016-10-10,600030.SH,84.02,84.64,2016-10-10,84.85,83.56,0.017990000000000003,71730656.0,CNY
2016-10-11,600030.SH,84.64,85.21,2016-10-11,85.52,84.33,0.006703000000000001,78154011.0,CNY
2016-10-12,600030.SH,85.0,84.74,2016-10-12,85.16,84.49,-0.005448,33759124.0,CNY
2016-10-13,600030.SH,84.64,84.54,2016-10-13,85.0,84.33,-0.002435,38602276.0,CNY
2016-10-14,600030.SH,84.59,84.9,2016-10-14,85.0,84.12,0.004271,43072621.0,CNY
2016-10-17,600030.SH,84.9,83.66,2016-10-17,85.0,83.56,-0.014580999999999998,46675351.0,CNY
2016-10-18,600030.SH,83.76,85.78,2016-10-18,85.98,83.61,0.025276999999999,92979764.0,CNY
2016-10-19,600030.SH,85.62,85.21,2016-10-19,86.08,84.95,-0.006614999999999999,49669643.0,CNY
2016-10-20,600030.SH,85.31,85.05,2016-10-20,85.52,84.9,-0.0018160000000000001,34082815.0,CNY
2016-10-21,600030.SH,84.95,85.78,2016-10-21,86.96,84.9,0.008490000000000001,83697631.0,CNY
2016-10-24,600030.SH,85.83,87.48,2016-10-24,89.13,85.62,0.019844,197240749.0,CNY
2016-10-25,600030.SH,87.22,86.96,2016-10-25,87.63,86.45,-0.005895999999999999,78586311.0,CNY
2016-10-26,600030.SH,86.81,86.7,2016-10-26,87.68,86.45,-0.002966,66888641.0,CNY
2016-10-27,600030.SH,86.7,86.45,2016-10-27,86.91,85.93,-0.002974,48525530.0,CNY
2016-10-28,600030.SH,87.01,86.7,2016-10-28,88.97,86.55,0.002983,142379956.0,CNY
2016-10-31,600030.SH,86.14,85.67,2016-10-31,86.34,84.95,-0.011897999999999999,62432597.0,CNY
2016-11-01,600030.SH,85.78,86.7,2016-11-01,87.17,85.52,0.012041,67189711.0,CNY
2016-11-02,600030.SH,86.39,85.78,2016-11-02,87.12,85.72,-0.010707999999999999,74414049.0,CNY
2016-11-03,600030.SH,85.67,86.96,2016-11-03,88.72,85.47,0.01383,212600350.0,CNY
2016-11-04,600030.SH,86.7,86.86,2016-11-04,88.25,86.5,-0.001186,105783348.0,CNY
2016-11-07,600030.SH,86.96,87.32,2016-11-07,87.89,86.86,0.005344,82471102.0,CNY
2016-11-08,600030.SH,88.41,87.37,2016-11-08,88.61,87.06,0.0005909999999999999,92653273.0,CNY
2016-11-09,600030.SH,87.43,85.93,2016-11-09,87.53,85.1,-0.016529000000000002,134207161.00000001,CNY
2016-11-10,600030.SH,86.96,87.74,2016-11-10,88.72,86.86,0.021008,172419199.0,CNY
2016-11-11,600030.SH,88.1,90.52,2016-11-11,91.19,87.37,0.031745999999999004,330459667.0,CNY
2016-11-14,600030.SH,89.75,91.04,2016-11-14,92.74,89.59,0.005698,310864572.0,CNY
2016-11-15,600030.SH,90.98,90.0,2016-11-15,91.45,89.7,-0.011330999999999999,145924113.0,CNY
2016-11-16,600030.SH,90.57,90.06,2016-11-16,90.68,89.54,0.0005729999999990001,125038265.99999999,CNY
2016-11-17,600030.SH,89.9,90.0,2016-11-17,90.16,88.97,-0.0005729999999990001,98494053.0,CNY
2016-11-18,600030.SH,89.75,88.77,2016-11-18,89.9,88.61,-0.013753999999999999,92393188.0,CNY
2016-11-21,600030.SH,88.56,89.7,2016-11-21,90.83,88.35,0.010459000000000001,144855620.0,CNY
2016-11-22,600030.SH,89.9,90.98,2016-11-22,91.09,89.64,0.014376,167808292.0,CNY
2016-11-23,600030.SH,91.09,90.16,2016-11-23,91.86,90.0,-0.00907,160055514.0,CNY
2016-11-24,600030.SH,90.16,90.78,2016-11-24,91.86,89.9,0.0068650000000000004,145054051.0,CNY
2016-11-25,600030.SH,90.98,91.14,2016-11-25,91.29,89.33,0.003977,132264615.99999999,CNY
2016-11-28,600030.SH,91.6,90.83,2016-11-28,92.07,90.47,-0.0033959999999999997,151620054.0,CNY
2016-11-29,600030.SH,90.42,92.64,2016-11-29,93.87,89.75,0.019875,275858933.0,CNY
2016-11-30,600030.SH,92.27,91.55,2016-11-30,94.34,91.04,-0.011693,256835460.0,CNY
2016-12-01,600030.SH,91.24,91.96,2016-12-01,92.48,90.78,0.004507,171414766.0,CNY
2016-12-02,600030.SH,91.91,89.54,2016-12-02,92.02,89.33,-0.02636,222370102.0,CNY
2016-12-05,600030.SH,88.2,86.91,2016-12-05,88.66,86.14,-0.029377999999999998,221077254.0,CNY
2016-12-06,600030.SH,86.91,86.55,2016-12-06,87.48,86.34,-0.004154,101963453.0,CNY
2016-12-07,600030.SH,86.76,87.12,2016-12-07,87.22,86.29,0.006555,72425463.0,CNY
2016-12-08,600030.SH,87.22,86.14,2016-12-08,87.32,86.08,-0.011249,74622346.0,CNY
2016-12-09,600030.SH,86.03,86.55,2016-12-09,87.17,85.93,0.00479,89601177.0,CNY
2016-12-12,600030.SH,86.34,84.85,2016-12-12,86.65,84.07,-0.019666,168649190.0,CNY
2016-12-13,600030.SH,84.33,84.59,2016-12-13,85.05,84.07,-0.00304,71006129.0,CNY
2016-12-14,600030.SH,84.59,83.76,2016-12-14,84.8,83.66,-0.009755999999999999,62095876.0,CNY
2016-12-15,600030.SH,83.56,83.14,2016-12-15,84.43,82.53,-0.007389,99385894.0,CNY
2016-12-16,600030.SH,83.04,83.04,2016-12-16,83.35,82.63,-0.0012410000000000001,69577454.0,CNY
2016-12-19,600030.SH,82.53,82.99,2016-12-19,83.25,82.37,-0.000621,56110430.00000001,CNY
2016-12-20,600030.SH,82.99,82.78,2016-12-20,83.09,82.01,-0.002486,61833528.0,CNY
2016-12-21,600030.SH,82.84,83.4,2016-12-21,83.71,82.84,0.007476999999999999,71190764.0,CNY
2016-12-22,600030.SH,83.35,83.35,2016-12-22,83.45,82.84,-0.0006180000000000001,46183114.0,CNY
2016-12-23,600030.SH,83.3,82.47,2016-12-23,83.3,82.16,-0.010520000000000002,51437359.0,CNY
2016-12-26,600030.SH,82.06,82.99,2016-12-26,83.2,81.39,0.006254,56505250.0,CNY
2016-12-27,600030.SH,82.84,82.63,2016-12-27,83.35,82.58,-0.004351,28409556.0,CNY
2016-12-28,600030.SH,82.53,82.63,2016-12-28,82.94,82.22,0.0,34762746.0,CNY
2016-12-29,600030.SH,82.47,82.11,2016-12-29,82.78,82.06,-0.006241999999999999,36441535.0,CNY
2016-12-30,600030.SH,82.11,82.84,2016-12-30,82.99,82.11,0.008794,45173407.0,CNY
2017-01-03,600030.SH,82.94,83.51,2017-01-03,83.71,82.73,0.008095,62306948.0,CNY
2017-01-04,600030.SH,83.45,83.66,2017-01-04,83.92,83.2,0.0018529999999999998,51671772.0,CNY
2017-01-05,600030.SH,83.76,83.3,2017-01-05,83.87,83.14,-0.004315999999999,47862289.0,CNY
2017-01-06,600030.SH,83.4,82.58,2017-01-06,83.4,82.47,-0.008669,51664011.0,CNY
2017-01-09,600030.SH,82.58,82.89,2017-01-09,83.14,82.37,0.0037480000000000005,39840735.0,CNY
2017-01-10,600030.SH,82.68,83.09,2017-01-10,83.61,82.63,0.0024890000000000003,45401866.0,CNY
2017-01-11,600030.SH,83.25,83.04,2017-01-11,83.76,83.04,-0.000621,39877610.0,CNY
2017-01-12,600030.SH,83.09,83.3,2017-01-12,83.97,82.99,0.003106,55959481.99999999,CNY
2017-01-13,600030.SH,83.25,83.61,2017-01-13,84.33,82.63,0.003715,82520818.0,CNY
2017-01-16,600030.SH,83.45,84.38,2017-01-16,84.74,82.63,0.009254,172090679.0,CNY
2017-01-17,600030.SH,83.87,83.87,2017-01-17,84.18,83.14,-0.006111999999999,45559832.0,CNY
2017-01-18,600030.SH,83.61,83.92,2017-01-18,84.74,83.45,0.000615,48046708.0,CNY
2017-01-19,600030.SH,83.71,83.92,2017-01-19,84.54,83.71,0.0,39838794.0,CNY
2017-01-20,600030.SH,83.97,84.64,2017-01-20,84.74,83.82,0.008605,63159672.0,CNY
